id,hsk_level,chinese,pinyin,english,myanmar,example_sentence_cn,example_sentence_pinyin,example_sentence_eng,example_sentence_my,related words
23,1,本子,běn zi,book,မှတ်စုစာအုပ်၊ စာအုပ်,这是我的本子。 | 我的本子在哪儿？ | 请把名字写在本子上。 | 这个本子很漂亮。 | 我有一个新本子。,Zhè shì wǒ de běnzi. | Wǒ de běnzi zài nǎr? | Qǐng bǎ míngzi xiě zài běnzi shàng. | Zhège běnzi hěn piàoliang. | Wǒ yǒu yí gè xīn běnzi.,This is my notebook. | Where is my notebook? | Please write your name in the notebook. | This notebook is very beautiful. | I have a new notebook.,ဒါက ကျွန်တော့်/ကျွန်မရဲ့ မှတ်စုစာအုပ်ပါ။ | ကျွန်တော့်/ကျွန်မရဲ့ မှတ်စုစာအုပ် ဘယ်မှာလဲ။ | နာမည်ကို မှတ်စုစာအုပ်ပေါ်မှာ ရေးပါ။ | ဒီမှတ်စုစာအုပ်က အရမ်းလှတယ်။ | ကျွန်တော်/ကျွန်မမှာ မှတ်စုစာအုပ်အသစ်တစ်အုပ်ရှိတယ်။,书本 (shūběn) — စာအုပ် | 笔记本 (bǐjìběn) — မှတ်စုစာအုပ် | 练习本 (liànxíběn) — လေ့ကျင့်ခန်းစာအုပ် | 作业本 (zuòyèběn) — အိမ်စာစာအုပ် | 笔记本电脑 (bǐjìběn diànnǎo) — လက်တော့ပ်ကွန်ပျူတာ | 本子上 (běnzi shàng) — စာအုပ်ပေါ်မှာ
24,1,比,bǐ,particle used for comparison,နှိုင်းယှဉ်သည်၊ ထက်,我的书比你的书多。 | 今天比昨天冷。 | 他比我高。 | 中文比英文难吗？ | 我喜欢茶比咖啡多。,Wǒ de shū bǐ nǐ de shū duō. | Jīntiān bǐ zuótiān lěng. | Tā bǐ wǒ gāo. | Zhōngwén bǐ Yīngwén nán ma? | Wǒ xǐhuan chá bǐ kāfēi duō.,I have more books than you. | Today is colder than yesterday. | He is taller than me. | Is Chinese harder than English? | I like tea more than coffee.,ကျွန်တော်/ကျွန်မမှာ မင်းထက် စာအုပ်ပိုများတယ်။ | ဒီနေ့က မနေ့ကထက် ပိုအေးတယ်။ | သူက ကျွန်တော့်/ကျွန်မထက် အရပ်ပိုရှည်တယ်။ | တရုတ်စာက အင်္ဂလိပ်စာထက် ပိုခက်လား။ | ကျွန်တော်/ကျွန်မက ကော်ဖီထက် လက်ဖက်ရည်ကို ပိုကြိုက်တယ်။,比较 (bǐjiào) — နှိုင်းယှဉ်သည် | 比方 (bǐfang) — ဥပမာပေးသည် | 比如 (bǐrú) — ဥပမာအားဖြင့် | 比赛 (bǐsài) — ပြိုင်ပွဲ၊ ယှဉ်ပြိုင်သည် | 比起 (bǐqǐ) — နှိုင်းယှဉ်လျှင် | 比较好 (bǐjiào hǎo) — ပိုကောင်းသည်
25,1,别（副）,bié,Don’t,မလုပ်နဲ့၊ မ…နဲ့,别说话。 | 别担心。 | 别走。 | 别着急。 | 别忘了。,Bié shuōhuà. | Bié dānxīn. | Bié zǒu. | Bié zhāojí. | Bié wàng le.,Don't talk. | Don't worry. | Don't leave. | Don't hurry. | Don't forget.,စကားမပြောနဲ့။ | စိတ်မပူနဲ့။ | မသွားနဲ့။ | အလောတကြီးမလုပ်နဲ့။ | မမေ့နဲ့။,别人 (biérén) — အခြားသူ | 别的 (bié de) — တခြား၊ အခြား | 别忘了 (bié wàng le) — မမေ့နဲ့ | 别担心 (bié dānxīn) — စိတ်မပူနဲ့ | 别走 (bié zǒu) — မသွားနဲ့
26,1,别的,bié de,other,အခြား၊ တခြား,我想买别的。 | 你还有别的吗？ | 我想看看别的衣服。 | 别的地方也可以。 | 我没有别的办法。,Wǒ xiǎng mǎi bié de. | Nǐ hái yǒu bié de ma? | Wǒ xiǎng kànkan bié de yīfu. | Bié de dìfang yě kěyǐ. | Wǒ méiyǒu bié de bànfǎ.,I want to buy another one. | Do you have anything else? | I want to look at some other clothes. | Another place is also fine. | I have no other way.,ကျွန်တော်/ကျွန်မ တခြားဟာတစ်ခု ဝယ်ချင်တယ်။ | မင်းမှာ တခြားဟာရှိသေးလား။ | ကျွန်တော်/ကျွန်မ တခြားအဝတ်အစားတွေ ကြည့်ချင်တယ်။ | တခြားနေရာလည်း ရတယ်။ | ကျွန်တော်/ကျွန်မမှာ တခြားနည်းလမ်းမရှိဘူး။,别人 (biérén) — အခြားသူ | 别的地方 (bié de dìfang) — တခြားနေရာ | 别的东西 (bié de dōngxi) — တခြားပစ္စည်း | 别的办法 (bié de bànfǎ) — တခြားနည်းလမ်း | 别的颜色 (bié de yánsè) — တခြားအရောင်
27,1,别人,bié·rén,other people,အခြားသူ၊ သူများ,别人都知道。 | 不要影响别人。 | 别人帮助了我。 | 我不想麻烦别人。 | 他喜欢帮助别人。,Biérén dōu zhīdào. | Bú yào yǐngxiǎng biérén. | Biérén bāngzhù le wǒ. | Wǒ bù xiǎng máfan biérén. | Tā xǐhuan bāngzhù biérén.,Everyone else knows. | Don't affect other people. | Someone else helped me. | I don't want to trouble others. | He likes helping others.,အခြားသူတွေအားလုံး သိကြတယ်။ | အခြားသူတွေကို မထိခိုက်စေနဲ့။ | အခြားသူတစ်ယောက်က ကျွန်တော့်/ကျွန်မကို ကူညီပေးခဲ့တယ်။ | ကျွန်တော်/ကျွန်မ အခြားသူတွေကို ဒုက္ခမပေးချင်ဘူး။ | သူက အခြားသူတွေကို ကူညီပေးရတာ ကြိုက်တယ်။,其他人 (qítā rén) — အခြားသူများ | 别的 (bié de) — တခြား၊ အခြား | 别人家 (biérén jiā) — အခြားသူရဲ့အိမ် | 别人的 (biérén de) — အခြားသူရဲ့ | 自己人 (zìjǐrén) — ကိုယ့်လူ၊ ကိုယ့်ဘက်ကလူ
28,1,病,bìng,disease,နာမကျန်းဖြစ်သည်၊ ရောဂါ,我今天生病了。 | 他有病吗？ | 这种病很常见。 | 我的病好多了。 | 生病的时候要休息。,Wǒ jīntiān shēngbìng le. | Tā yǒu bìng ma? | Zhè zhǒng bìng hěn chángjiàn. | Wǒ de bìng hǎo duō le. | Shēngbìng de shíhou yào xiūxi.,I am sick today. | Is he sick? | This kind of illness is common. | My illness is much better. | You should rest when you are sick.,ဒီနေ့ ကျွန်တော်/ကျွန်မ နေမကောင်းဘူး။ | သူ နေမကောင်းဘူးလား။ | ဒီလိုရောဂါက အဖြစ်များတယ်။ | ကျွန်တော့်/ကျွန်မရဲ့ ရောဂါ သက်သာလာပြီ။ | နေမကောင်းတဲ့အချိန်မှာ အနားယူသင့်တယ်။,生病 (shēngbìng) — နေမကောင်းဖြစ်သည် | 看病 (kànbìng) — ဆေးကုသည်၊ ဆရာဝန်ပြသည် | 病房 (bìngfáng) — လူနာဆောင် | 病院 (bìngyuàn) — ဆေးရုံ | 病情 (bìngqíng) — ရောဂါအခြေအနေ | 病假 (bìngjià) — နေမကောင်းလို့ ခွင့်ယူခြင်း
29,1,病人,bìng rén,patient,လူနာ,病人在医院休息。 | 医生正在看病人。 | 这个病人需要休息。 | 病人已经好了。 | 医院里有很多病人。,Bìngrén zài yīyuàn xiūxi. | Yīshēng zhèngzài kàn bìngrén. | Zhège bìngrén xūyào xiūxi. | Bìngrén yǐjīng hǎo le. | Yīyuàn lǐ yǒu hěn duō bìngrén.,The patient is resting in the hospital. | The doctor is seeing the patient. | This patient needs to rest. | The patient has recovered. | There are many patients in the hospital.,လူနာက ဆေးရုံမှာ အနားယူနေတယ်။ | ဆရာဝန်က လူနာကို စမ်းသပ်ပေးနေတယ်။ | ဒီလူနာ အနားယူဖို့ လိုတယ်။ | လူနာ သက်သာလာပြီ။ | ဆေးရုံမှာ လူနာတွေအများကြီးရှိတယ်။,生病 (shēngbìng) — နေမကောင်းဖြစ်သည် | 医生 (yīshēng) — ဆရာဝန် | 医院 (yīyuàn) — ဆေးရုံ | 病房 (bìngfáng) — လူနာဆောင် | 病情 (bìngqíng) — ရောဂါအခြေအနေ | 病床 (bìngchuáng) — လူနာကုတင်
30,1,不大,bú dà,not big,သိပ်မ…၊ မကြီးဘူး,这个房间不大。 | 今天雨不大。 | 问题不大。 | 他的声音不大。 | 这家店不大。,Zhège fángjiān bú dà. | Jīntiān yǔ bú dà. | Wèntí bú dà. | Tā de shēngyīn bú dà. | Zhè jiā diàn bú dà.,This room is not big. | The rain isn't heavy today. | It's not a big problem. | His voice isn't loud. | This shop isn't big.,ဒီအခန်းက သိပ်မကြီးဘူး။ | ဒီနေ့ မိုးသိပ်မများဘူး။ | ပြဿနာ သိပ်မကြီးပါဘူး။ | သူ့အသံ သိပ်မကျယ်ဘူး။ | ဒီဆိုင်က သိပ်မကြီးဘူး။,不小 (bù xiǎo) — မသေးဘူး | 不大不小 (bù dà bù xiǎo) — မကြီးမသေး | 不太大 (bú tài dà) — သိပ်မကြီးဘူး | 大小 (dàxiǎo) — အရွယ်အစား | 大一点 (dà yìdiǎn) — နည်းနည်းပိုကြီး
31,1,不对,bú duì,wrong,မမှန်ဘူး၊ မဟုတ်ဘူး,你说得不对。 | 这个答案不对。 | 时间不对。 | 这不是我的。 | 这样做不对。,Nǐ shuō de bú duì. | Zhège dá'àn bú duì. | Shíjiān bú duì. | Zhè bú shì wǒ de. | Zhèyàng zuò bú duì.,What you said is wrong. | This answer is wrong. | The time is wrong. | This isn't mine. | It's wrong to do this.,မင်းပြောတာ မမှန်ဘူး။ | ဒီအဖြေ မမှန်ဘူး။ | အချိန် မကိုက်ဘူး။ | ဒါ ကျွန်တော်/ကျွန်မရဲ့ဟာ မဟုတ်ဘူး။ | ဒီလိုလုပ်တာ မမှန်ဘူး။,对 (duì) — မှန်သည် | 对的 (duì de) — မှန်တယ် | 不正确 (bù zhèngquè) — မမှန်ကန်ဘူး | 错 (cuò) — မှားသည် | 对不起 (duìbuqǐ) — တောင်းပန်ပါတယ် | 对吗 (duì ma) — မှန်လား
32,1,不客气,bú kè qì,You’re welcome,အားမနာပါနဲ့၊ ရပါတယ်,不客气。 | 谢谢你。——不客气。 | 不客气，有什么需要再告诉我。 | 你不用说不客气。 | 帮你是应该的，不客气。,"Bú kèqi. | Xièxie nǐ. — Bú kèqi. | Bú kèqi, yǒu shénme xūyào zài gàosu wǒ. | Nǐ bú yòng shuō bú kèqi. | Bāng nǐ shì yīnggāi de, bú kèqi.",You're welcome. | Thank you. — You're welcome. | You're welcome; tell me if you need anything. | You don't need to say you're welcome. | It's my pleasure to help you.,ရပါတယ်၊ အားမနာပါနဲ့။ | ကျေးဇူးတင်ပါတယ်။ — ရပါတယ်။ | ရပါတယ်၊ လိုတာရှိရင် ပြောပါ။ | “ရပါတယ်” လို့ ပြောစရာမလိုပါဘူး။ | မင်းကို ကူညီပေးတာ သင့်တော်တာပါ၊ အားမနာပါနဲ့။,谢谢 (xièxie) — ကျေးဇူးတင်ပါတယ် | 对不起 (duìbuqǐ) — တောင်းပန်ပါတယ် | 没关系 (méi guānxi) — ကိစ္စမရှိပါဘူး | 没事 (méi shì) — ဘာမှမဖြစ်ဘူး | 不用谢 (bú yòng xiè) — ကျေးဇူးတင်စရာမလိုပါဘူး
33,1,不用,bú yòng,No need to,မလိုဘူး၊ မလိုအပ်ဘူး,不用担心。 | 你不用去了。 | 不用谢。 | 不用买了。 | 你不用等我。,Bú yòng dānxīn. | Nǐ bú yòng qù le. | Bú yòng xiè. | Bú yòng mǎi le. | Nǐ bú yòng děng wǒ.,Don't worry. | You don't need to go. | No need to thank me. | You don't need to buy it anymore. | You don't need to wait for me.,စိတ်မပူပါနဲ့။ | မင်း သွားစရာမလိုဘူး။ | ကျေးဇူးတင်စရာမလိုပါဘူး။ | ထပ်ဝယ်စရာမလိုတော့ဘူး။ | မင်း ကျွန်တော့်/ကျွန်မကို စောင့်စရာမလိုဘူး။,不必 (búbì) — မလိုအပ်ဘူး | 不需要 (bù xūyào) — မလိုဘူး | 不必了 (búbì le) — မလိုတော့ဘူး | 不用说 (bú yòng shuō) — ပြောစရာမလိုဘူး | 不用担心 (bú yòng dānxīn) — စိတ်ပူစရာမလိုဘူး
